MaarjAM accession number,GenBank accession number,Fungal class,Fungal order,Fungal family,Fungal genus,Fungal species,VTX,Source,Source specify,Host subclass,Host superorder,Host order,Host family,Host genus,Host species,Ecosystem,Biome,Habitat,Climatic zone,Biogeo realm,Soil pH,C content,P content,N content,Altitude (m),Average annual precipitation (mm),Continent,Country,State,Location,Coordinates,Culture code,Forward primer,Reverse primer,Marker region,Sequencing method,Sequencing chemistry,Journal,Year,Title,Authors
MOA11998,LN618489,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00338,plant roots,,Magnoliidae,Magnolianae,Magnoliales,Annonaceae,Polyalthia,suaveolens,forest,Tropical moist broadleaf forest,tropical rainforest,tropical,Afrotropic,3.5,,8 mg/kg,,300,,Africa,Gabon,Moyen-Ogooue,Tchimbele 1,0deg37.02'N 10deg23.57'W,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA12057,LN618548,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00245,plant roots,,Magnoliidae,Rosanae,Sapindales,Burseraceae,Santiria,trimera,forest,Tropical moist broadleaf forest,tropical rainforest,tropical,Afrotropic,3.5,,8 mg/kg,,300,,Africa,Gabon,Moyen-Ogooue,Tchimbele 1,0deg37.02'N 10deg23.57'W,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA12063,LN618554,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00338,plant roots,,Magnoliidae,Rosanae,Sapindales,Burseraceae,Santiria,trimera,forest,Tropical moist broadleaf forest,tropical rainforest,tropical,Afrotropic,3.5,,8 mg/kg,,300,,Africa,Gabon,Moyen-Ogooue,Tchimbele 1,0deg37.02'N 10deg23.57'W,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA12118,LN618609,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00338,plant roots,,Magnoliidae,Rosanae,Cucurbitales,Begoniaceae,Begonia,susaniae,forest,Tropical moist broadleaf forest,tropical rainforest,tropical,Afrotropic,3.6,,6 mg/kg,,400,,Africa,Gabon,Moyen-Ogooue,Tchimbele 2,0deg37.02'N 10deg24.49'W,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA12205,LN618696,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00338,plant roots,,Magnoliidae,Lilianae,Arecales,Arecaceae,Podococcus,barteri,forest,Tropical moist broadleaf forest,tropical rainforest,tropical,Afrotropic,3.6,,6 mg/kg,,400,,Africa,Gabon,Moyen-Ogooue,Tchimbele 2,0deg37.02'N 10deg24.49'W,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA12218,LN618709,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00004,plant roots,,Polypodiidae,,Polypodiales,Tectaridaceae,Triplophyllum,vogelii,forest,Tropical moist broadleaf forest,tropical rainforest,tropical,Afrotropic,3.6,,6 mg/kg,,400,,Africa,Gabon,Moyen-Ogooue,Tchimbele 2,0deg37.02'N 10deg24.49'W,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA12276,LN618767,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00004,plant roots,,Magnoliidae,Asteranae,Asterales,Asteraceae,Krigia,biflora,forest,Temperate broadleaf & mixed forest,broadleaf forest,temperate,Nearctic,3.5,4.3%,14 mg/kg,0.25%,285,,North America,USA,Indiana,Lilly-Dickey Woods 1,39deg14.36'N 86deg13.00'W,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA12277,LN618768,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00005,plant roots,,Magnoliidae,Asteranae,Asterales,Asteraceae,Krigia,biflora,forest,Temperate broadleaf & mixed forest,broadleaf forest,temperate,Nearctic,3.5,4.3%,14 mg/kg,0.25%,285,,North America,USA,Indiana,Lilly-Dickey Woods 1,39deg14.36'N 86deg13.00'W,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA12301,LN618792,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00338,plant roots,,Magnoliidae,Asteranae,Asterales,Asteraceae,Krigia,biflora,forest,Temperate broadleaf & mixed forest,broadleaf forest,temperate,Nearctic,3.5,4.3%,14 mg/kg,0.25%,285,,North America,USA,Indiana,Lilly-Dickey Woods 1,39deg14.36'N 86deg13.00'W,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA12352,LN618843,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00004,plant roots,,Magnoliidae,Rosanae,Fabales,Fabaceae,Amphicarpaea,bracteata,forest,Temperate broadleaf & mixed forest,broadleaf forest,temperate,Nearctic,5,5.1%,24 mg/kg,0.29%,300,,North America,USA,Indiana,Lilly-Dickey Woods 2,39deg14.10'N 86deg13.14'W,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA12377,LN618868,Archaeosporomycetes,Archaeosporales,Ambisporaceae,Ambispora,sp.,VTX00283,plant roots,,Magnoliidae,Rosanae,Fabales,Fabaceae,Amphicarpaea,bracteata,forest,Temperate broadleaf & mixed forest,broadleaf forest,temperate,Nearctic,5,5.1%,24 mg/kg,0.29%,300,,North America,USA,Indiana,Lilly-Dickey Woods 2,39deg14.10'N 86deg13.14'W,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA12381,LN618872,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00338,plant roots,,Magnoliidae,Rosanae,Fabales,Fabaceae,Amphicarpaea,bracteata,forest,Temperate broadleaf & mixed forest,broadleaf forest,temperate,Nearctic,5,5.1%,24 mg/kg,0.29%,300,,North America,USA,Indiana,Lilly-Dickey Woods 2,39deg14.10'N 86deg13.14'W,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA12406,LN618897,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00004,plant roots,,Magnoliidae,Ranunculanae,Ranunculales,Berberidaceae,Podophyllum,peltatum,forest,Temperate broadleaf & mixed forest,broadleaf forest,temperate,Nearctic,5,5.1%,24 mg/kg,0.29%,300,,North America,USA,Indiana,Lilly-Dickey Woods 2,39deg14.10'N 86deg13.14'W,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA12432,LN618923,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00338,plant roots,,Magnoliidae,Ranunculanae,Ranunculales,Berberidaceae,Podophyllum,peltatum,forest,Temperate broadleaf & mixed forest,broadleaf forest,temperate,Nearctic,5,5.1%,24 mg/kg,0.29%,300,,North America,USA,Indiana,Lilly-Dickey Woods 2,39deg14.10'N 86deg13.14'W,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA12505,LN618996,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00004,plant roots,,Magnoliidae,Rosanae,Rosales,Rosaceae,Cliffortia,cuneata,shrubland,Subtropical shrubland,fynbos,subtropical,Afrotropic,,,,,379,,Africa,South Africa,Western Cape,Jonkershoek 2,33deg59.35'S 18deg58.27'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA12550,LN619041,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00338,plant roots,,Magnoliidae,Asteranae,Asterales,Asteraceae,Gerbera,crocea,shrubland,Subtropical shrubland,fynbos,subtropical,Afrotropic,,,,,379,,Africa,South Africa,Western Cape,Jonkershoek 2,33deg59.35'S 18deg58.27'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA12572,LN619063,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00004,plant roots,,Magnoliidae,Rosanae,Rosales,Urticaceae,Cecropia,obtusa,forest,Tropical moist broadleaf forest,tropical rainforest,tropical,Neotropic,3.7,13.9%,3 mg/kg,0.9%,304,,South America,French Guiana,Cayenne,Kaw 1,4deg33.24'N 52deg12.31'W,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA12705,LN619196,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00245,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Digitaria,macroblephara,grassland,Tropical grasslands & savannas,natural grassland,tropical,Afrotropic,6,,11 mg/kg,0.2%,1717,,Africa,Tanzania,Mara,Serengeti 2,1deg50.40'S 35deg12.03'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA12716,LN619207,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00338,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Digitaria,macroblephara,grassland,Tropical grasslands & savannas,natural grassland,tropical,Afrotropic,6,,11 mg/kg,0.2%,1717,,Africa,Tanzania,Mara,Serengeti 2,1deg50.40'S 35deg12.03'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA12746,LN619237,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00005,plant roots,,Magnoliidae,Asteranae,Asterales,Asteraceae,Cacalia,kamtschatica,forest,Boreal forest,boreal coniferous forest,boreal,Palearctic,4.2,18.8%,49 mg/kg,1.2%,80,,Asia,Russia (Asia),Kamchatka Krai,Petropavlovsk 1,53deg2.33'N 158deg40.11'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA12792,LN619283,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00005,plant roots,,Magnoliidae,Lilianae,Liliales,Melanthiaceae,Veratrum,oxysepalum,forest,Boreal forest,boreal coniferous forest,boreal,Palearctic,4.2,18.8%,49 mg/kg,1.2%,80,,Asia,Russia (Asia),Kamchatka Krai,Petropavlovsk 1,53deg2.33'N 158deg40.11'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA12800,LN619291,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00005,plant roots,,Magnoliidae,Asteranae,Asterales,Asteraceae,Cacalia,kamtschatica,forest,Boreal forest,boreal coniferous forest,boreal,Palearctic,4.5,13.7%,45 mg/kg,1%,80,,Asia,Russia (Asia),Kamchatka Krai,Petropavlovsk 2,53deg2.25'N 158deg40.19'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA12817,LN619308,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00005,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Calamagrostis,purpurea,forest,Boreal forest,boreal coniferous forest,boreal,Palearctic,4.5,13.7%,45 mg/kg,1%,80,,Asia,Russia (Asia),Kamchatka Krai,Petropavlovsk 2,53deg2.25'N 158deg40.19'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA12832,LN619323,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00004,plant roots,,Magnoliidae,Lilianae,Liliales,Liliaceae,Lilium,debile,forest,Boreal forest,boreal coniferous forest,boreal,Palearctic,4.5,13.7%,45 mg/kg,1%,80,,Asia,Russia (Asia),Kamchatka Krai,Petropavlovsk 2,53deg2.25'N 158deg40.19'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA12859,LN619350,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00004,plant roots,,Magnoliidae,Ranunculanae,Ranunculales,Ranunculaceae,Thalictrum,minus,forest,Boreal forest,boreal coniferous forest,boreal,Palearctic,4.5,13.7%,45 mg/kg,1%,80,,Asia,Russia (Asia),Kamchatka Krai,Petropavlovsk 2,53deg2.25'N 158deg40.19'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA12873,LN619364,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00245,plant roots,,Magnoliidae,Ranunculanae,Ranunculales,Ranunculaceae,Thalictrum,minus,forest,Boreal forest,boreal coniferous forest,boreal,Palearctic,4.5,13.7%,45 mg/kg,1%,80,,Asia,Russia (Asia),Kamchatka Krai,Petropavlovsk 2,53deg2.25'N 158deg40.19'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA12936,LN619427,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00245,plant roots,,Magnoliidae,Asteranae,Dipsacales,Caprifoliaceae,Linnaea,borealis,forest,Boreal forest,boreal coniferous forest,boreal,Palearctic,4.8,4.2%,90 mg/kg,0.2%,50,,Asia,Russia (Asia),Kamchatka Krai,Kozyrevsk 1,56deg3.36'N 159deg54.44'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA12998,LN619489,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00338,plant roots,,Magnoliidae,Lilianae,Poales,Poaceae,Calamagrostis,purpurea,forest,Boreal forest,boreal coniferous forest,boreal,Palearctic,4.9,3.4%,118 mg/kg,0.1%,50,,Asia,Russia (Asia),Kamchatka Krai,Kozyrevsk 2,56deg3.30'N 159deg54.15'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA13056,LN619547,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00338,plant roots,,Magnoliidae,Ranunculanae,Ranunculales,Ranunculaceae,Thalictrum,minus,forest,Boreal forest,boreal coniferous forest,boreal,Palearctic,4.9,3.4%,118 mg/kg,0.1%,50,,Asia,Russia (Asia),Kamchatka Krai,Kozyrevsk 2,56deg3.30'N 159deg54.15'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
MOA13174,LN619665,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00005,plant roots,,Magnoliidae,Asteranae,Ericales,Primulaceae,Trientalis,europaea,shrubland,tundra,wooded tundra,polar,Palearctic,3.1,,62 mg/kg,,213,,Europe,Finland,Lapland,Kevo,69deg47.54'N 27deg5.11'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Science,2015,Global assessment of arbuscular mycorrhizal fungus diversity reveals very low endemism,"Davison, J.; Moora, M.; Opik, M.; Adholeya, A.; Ainsaar, L.; Ba, A.; Burla, S.; Diedhiou, A.G.; Hiiesalu, I.; Jairus, T.; Johnson, N.C.; Kane, A.; Koorem, K.; Kochar, M.; Ndiaye, C.; Partel, M.; Reier, U.; Saks, U.; Singh, R.; Vasar, M.; Zobel, M."
